timestamp,temperature,subsystem_status,flight_mode,low_power_mode,status_events,acceleration,height_pressure,height_gnss,lat_gnss,lon_gnss,battery_voltage,rssi,time_since_last_packet
2026-03-12T19:50:17.902820,0,3,0,0,9,-1.0,194.5,0.0,0.0,0.0,6.6,-22,22929
2026-03-12T19:50:22.778557,0,3,0,0,9,-1.0,195.0,0.0,0.0,0.0,6.6,-22,4887
2026-03-12T19:50:25.044517,0,3,0,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,2258
2026-03-12T19:50:30.922593,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.4,-22,5887
2026-03-12T19:50:31.059669,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.6,-22,130
2026-03-12T19:50:31.175138,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.4,-22,121
2026-03-12T19:50:31.309028,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:31.430884,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:31.557297,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:31.682097,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.6,-22,126
2026-03-12T19:50:31.801680,0,3,1,0,9,-1.0,195.25,189.25,51.3649673,8.2020521,6.6,-22,125
2026-03-12T19:50:31.927173,0,3,1,0,9,-1.0,194.5,189.25,51.3649673,8.2020521,6.6,-22,124
2026-03-12T19:50:32.052243,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.4,-22,124
2026-03-12T19:50:32.178975,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.6,-22,124
2026-03-12T19:50:32.303995,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.4,-22,126
2026-03-12T19:50:32.429139,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.4,-22,125
2026-03-12T19:50:32.554074,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.6,-22,125
2026-03-12T19:50:32.678317,0,3,1,0,9,-1.0,195.25,189.25,51.3649673,8.2020521,6.6,-22,125
2026-03-12T19:50:33.045498,0,3,1,0,9,-1.0,194.75,189.25,51.3649673,8.2020521,6.6,-22,125
2026-03-12T19:50:33.058311,0,3,1,0,9,-1.0,195.0,189.25,51.3649673,8.2020521,6.6,-22,124
2026-03-12T19:50:33.069736,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.4,-22,125
2026-03-12T19:50:33.189746,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:33.311152,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:33.449966,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:33.563808,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.4,-22,125
2026-03-12T19:50:33.720749,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.4,-22,125
2026-03-12T19:50:33.820799,0,3,1,0,9,-1.0,195.0,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:34.070534,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:34.079170,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,126
2026-03-12T19:50:34.181589,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:34.308479,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:35.763216,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.4,-22,125
2026-03-12T19:50:35.771597,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,125
2026-03-12T19:50:35.779818,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.4,-22,125
2026-03-12T19:50:35.788984,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.4,-22,124
2026-03-12T19:50:35.797005,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:35.805413,0,3,1,0,9,-1.0,194.5,0.0,0.0,0.0,6.6,-22,124
2026-03-12T19:50:35.813868,0,3,1,0,9,-1.0,194.75,0.0,0.0,0.0,6.6,-22,126
